School DBN,boro,NTA,Neighborhood,School Name,School Type,School Level,Regents Exam,Year,Mean Score,Percent Scoring Below 65,Percent Scoring 65 or Above,Percent Scoring 80 or Above,number_AP_CLASSES,num_ways_subway_to_school,num_ways_bus_to_school,num_total_ways_to_school,total_students,start_time,end_time,graduation_rate,attendance_rate,college_career_rate,Unbanked 2013,Underbanked 2013,% Poor 2013,% Foreign born 2013, Median income 2013 ,Unemployment 2013, Total Population , Total Number of Households ,Home Broadband Adoption (Percentage of Households),"Home Broadband Adoption by Quartiles (High Connected, Medium High Connected, Medium Low Connected, Low Connected)",Mobile Broadband Adoption (Percentage of Households),"Mobile broadband adoption by Quartiles (High Connected, Medium High Connected, Medium Low Connected, Low Connected)",No Broadband (Percentage of Households),"No Broadand by Quartiles (High, Medium High, Medium Low, Low)",Percentage of Blocks without a Commercial Fiber Provider,Percentage of Blocks without a Commercial Fiber Provider by Quartiles,Total Poles,Reserved Poles,Public Wi-Fi in NYC Count,Number of Free Public Wi-Fi Access Points in a Pedestrian Corridor,Available Free Public Wi-Fi in a Pedestrian Corridor (Y/N),Number of Public Computer Centers with free public Wi-Fi,Number of Public Computer Center Workstations
01M509,M,Chinatown,Chinatown,Marta Valle High School,General Academic,High school,Common Core Algebra,2019,60-69_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,6-10_subway_stops,0-20_bus_routes,0-25_total_transit_ways,148,8am,2:20pm,0.74,0.79,0.49,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"42,766","18,226",0.57,Low Connected,0.7,Low Connected,0.32,High,0,Low,68,4,29,21,TRUE,3,70
01M509,M,Chinatown,Chinatown,Marta Valle High School,General Academic,High school,Common Core English,2019,60-69_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,6-10_subway_stops,0-20_bus_routes,0-25_total_transit_ways,148,8am,2:20pm,0.74,0.79,0.49,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"42,766","18,226",0.57,Low Connected,0.7,Low Connected,0.32,High,0,Low,68,4,29,21,TRUE,3,70
01M509,M,Chinatown,Chinatown,Marta Valle High School,General Academic,High school,Common Core Geometry,2019,<60_mean_score,>50%_of_class_FAILED_TEST,10%-25%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,6-10_subway_stops,0-20_bus_routes,0-25_total_transit_ways,148,8am,2:20pm,0.74,0.79,0.49,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"42,766","18,226",0.57,Low Connected,0.7,Low Connected,0.32,High,0,Low,68,4,29,21,TRUE,3,70
01M509,M,Chinatown,Chinatown,Marta Valle High School,General Academic,High school,Global History and Geography,2019,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,6-10_subway_stops,0-20_bus_routes,0-25_total_transit_ways,148,8am,2:20pm,0.74,0.79,0.49,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"42,766","18,226",0.57,Low Connected,0.7,Low Connected,0.32,High,0,Low,68,4,29,21,TRUE,3,70
01M509,M,Chinatown,Chinatown,Marta Valle High School,General Academic,High school,Living Environment,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,6-10_subway_stops,0-20_bus_routes,0-25_total_transit_ways,148,8am,2:20pm,0.74,0.79,0.49,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"42,766","18,226",0.57,Low Connected,0.7,Low Connected,0.32,High,0,Low,68,4,29,21,TRUE,3,70
01M509,M,Chinatown,Chinatown,Marta Valle High School,General Academic,High school,Physical Settings/Chemistry,2019,<60_mean_score,>50%_of_class_FAILED_TEST,10%-25%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,6-10_subway_stops,0-20_bus_routes,0-25_total_transit_ways,148,8am,2:20pm,0.74,0.79,0.49,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"42,766","18,226",0.57,Low Connected,0.7,Low Connected,0.32,High,0,Low,68,4,29,21,TRUE,3,70
01M509,M,Chinatown,Chinatown,Marta Valle High School,General Academic,High school,U.S. History and Government,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,6-10_subway_stops,0-20_bus_routes,0-25_total_transit_ways,148,8am,2:20pm,0.74,0.79,0.49,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"42,766","18,226",0.57,Low Connected,0.7,Low Connected,0.32,High,0,Low,68,4,29,21,TRUE,3,70
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Chinese,2018,80-89_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Common Core Algebra,2018,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Common Core Algebra2,2018,70-79_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Common Core English,2018,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Common Core Geometry,2018,70-79_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,French,2018,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Global History and Geography,2018,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Living Environment,2018,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Physical Settings/Chemistry,2018,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Physical Settings/Earth Science,2018,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Physical Settings/Physics,2018,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Spanish,2018,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,U.S. History and Government,2018,90-100_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Chinese,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Common Core Algebra,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Common Core Algebra2,2019,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Common Core English,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Common Core Geometry,2019,80-89_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Global History and Geography,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Living Environment,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Physical Settings/Chemistry,2019,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Physical Settings/Physics,2019,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,Spanish,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M539,M,Lower East Side,Lower East Side,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,U.S. History and Government,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,11-15_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,1734,8:20am,2:40pm,0.97,0.95,0.85,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M696,M,Lower East Side,Lower East Side,Bard High School Early College,General Academic,High school,Common Core Algebra,2018,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,0_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,588,9am,3:50pm,0.99,0.95,0.98,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M696,M,Lower East Side,Lower East Side,Bard High School Early College,General Academic,High school,Common Core English,2018,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,0_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,588,9am,3:50pm,0.99,0.95,0.98,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M696,M,Lower East Side,Lower East Side,Bard High School Early College,General Academic,High school,Global History and Geography,2018,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,0_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,588,9am,3:50pm,0.99,0.95,0.98,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M696,M,Lower East Side,Lower East Side,Bard High School Early College,General Academic,High school,Physical Settings/Chemistry,2018,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,0_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,588,9am,3:50pm,0.99,0.95,0.98,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M696,M,Lower East Side,Lower East Side,Bard High School Early College,General Academic,High school,U.S. History and Government,2018,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,0_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,588,9am,3:50pm,0.99,0.95,0.98,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M696,M,Lower East Side,Lower East Side,Bard High School Early College,General Academic,High school,Common Core Algebra,2019,70-79_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,0_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,588,9am,3:50pm,0.99,0.95,0.98,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M696,M,Lower East Side,Lower East Side,Bard High School Early College,General Academic,High school,Common Core English,2019,90-100_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,0_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,588,9am,3:50pm,0.99,0.95,0.98,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M696,M,Lower East Side,Lower East Side,Bard High School Early College,General Academic,High school,Global History and Geography,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,0_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,588,9am,3:50pm,0.99,0.95,0.98,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M696,M,Lower East Side,Lower East Side,Bard High School Early College,General Academic,High school,Living Environment,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,0_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,588,9am,3:50pm,0.99,0.95,0.98,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M696,M,Lower East Side,Lower East Side,Bard High School Early College,General Academic,High school,Physical Settings/Chemistry,2019,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,0_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,588,9am,3:50pm,0.99,0.95,0.98,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
01M696,M,Lower East Side,Lower East Side,Bard High School Early College,General Academic,High school,U.S. History and Government,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,0_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,588,9am,3:50pm,0.99,0.95,0.98,0.1,0.19,0.29,0.34,"$40,133.00 ",0.11,"68,838","31,824",0.48,Low Connected,0.68,Low Connected,0.27,High,0,Low,94,2,7,0,FALSE,10,199
02M047,M,Gramercy,Gramercy,47 The American Sign Language and English Secondar,Special Education,High school,Common Core Algebra,2018,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,41-60_bus_routes,51-75_total_transit_ways,165,8:15am,2:30pm,0.91,0.86,0.62,0,0,0,0,,0,"26,497","13,795",0.87,High Connected,0.88,High Connected,0.04,Low,0,Low,43,5,51,51,TRUE,2,45
02M047,M,Gramercy,Gramercy,47 The American Sign Language and English Secondar,Special Education,High school,Common Core Algebra2,2018,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,41-60_bus_routes,51-75_total_transit_ways,165,8:15am,2:30pm,0.91,0.86,0.62,0,0,0,0,,0,"26,497","13,795",0.87,High Connected,0.88,High Connected,0.04,Low,0,Low,43,5,51,51,TRUE,2,45
02M047,M,Gramercy,Gramercy,47 The American Sign Language and English Secondar,Special Education,High school,Common Core English,2018,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,41-60_bus_routes,51-75_total_transit_ways,165,8:15am,2:30pm,0.91,0.86,0.62,0,0,0,0,,0,"26,497","13,795",0.87,High Connected,0.88,High Connected,0.04,Low,0,Low,43,5,51,51,TRUE,2,45
